date,Ridership,weather,day temp,night temp,barclays-center_event_occurred,beacon-theatre_event_occurred,blue-note-jazz-club_event_occurred,brooklyn-bowl_event_occurred,carnegie-hall_event_occurred,city-winery-the-loft_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,irving-plaza_event_occurred,kings-theatre_event_occurred,lincoln-center_event_occurred,madison-square-garden_event_occurred,mercury-lounge_event_occurred,metlife-stadium_event_occurred,total_music,palladium-times-square_event_occurred,radio-city-music-hall_event_occurred,sony-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,the-town-hall_event_occurred,yankee-stadium_event_occurred
9/12/22,3382150,Broken clouds,79,68,1,1,1,0,0,1,20,117,31,0,1,0,0,1,1,0,45,0,1,0,0,1,1,0
9/13/22,3618354,Heavy rain in places,79,72,0,0,1,0,0,1,24,118,11,0,1,0,0,1,1,0,47,0,1,1,0,1,1,0
9/14/22,3741978,Partly cloudy,79,68,0,0,1,1,0,1,22,145,10,0,0,0,0,1,1,0,58,1,0,1,1,1,1,0
9/15/22,3747731,Clear sky,73,70,1,1,1,1,1,1,32,178,1,0,0,1,0,1,1,0,66,1,1,1,0,1,1,0
9/16/22,3502358,Few clouds,75,61,0,1,1,1,1,1,31,225,3,0,1,1,1,1,1,0,63,1,1,1,1,1,1,0
9/17/22,2350888,Few clouds,73,66,1,1,1,1,0,0,55,266,23,0,1,0,0,1,1,1,62,1,0,1,0,1,1,0
9/18/22,1844317,Partly cloudy,82,68,0,0,1,1,0,1,33,195,33,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0
9/19/22,3369999,Broken clouds,84,73,0,0,1,0,0,1,18,121,21,0,0,0,0,1,1,0,57,0,1,1,0,1,1,0
9/20/22,3767024,Broken clouds,77,70,0,0,1,0,0,1,20,144,20,0,1,0,0,1,1,0,66,0,1,1,0,1,1,1
9/21/22,3878782,Clear sky,79,68,0,0,1,1,0,1,23,162,29,0,1,0,0,1,1,0,45,1,1,1,1,0,0,1
9/22/22,3732919,Heavy intensity rain,64,72,0,1,1,1,0,1,28,186,2,0,1,1,0,0,1,0,44,0,1,1,0,1,0,1
9/23/22,3626482,Clear sky,63,57,1,1,1,1,1,1,39,215,4,1,1,0,0,1,1,0,55,0,0,1,1,1,0,1
9/24/22,2377091,Few clouds,68,52,1,1,1,1,1,1,46,245,16,0,1,1,0,0,1,1,71,1,1,1,0,1,1,1
9/25/22,1759832,Broken clouds,72,61,0,0,1,1,1,1,28,42,15,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1
9/26/22,2812853,Clear sky,73,63,0,0,1,1,1,1,15,0,12,0,1,0,0,1,1,1,43,0,0,0,0,0,0,0
9/27/22,3204114,Broken clouds,64,64,0,0,1,0,0,1,23,0,4,0,1,0,0,1,1,0,59,0,1,1,1,1,0,0
9/28/22,3712354,,,,0,0,1,1,1,1,21,0,5,0,0,0,0,1,1,0,57,0,1,1,0,1,0,0
9/29/22,3707751,,,,0,1,1,1,1,1,34,177,3,0,1,0,0,1,1,0,51,0,0,1,1,1,0,0
9/30/22,3503239,Broken clouds,63,63,1,1,1,1,1,1,28,204,4,1,1,1,1,1,1,1,70,1,0,1,1,1,1,1
10/1/22,2032983,Light intensity drizzle,57,57,0,1,1,1,1,1,46,236,1,1,1,1,0,1,1,1,61,1,0,1,1,1,1,1
10/2/22,1621851,Heavy intensity rain,55,55,0,0,1,1,1,1,28,162,0,0,1,1,0,1,1,1,73,0,0,1,1,1,1,1
10/3/22,3370048,Overcast clouds,54,48,1,1,1,0,1,1,21,104,0,0,0,1,0,1,1,0,52,1,1,0,0,1,1,0
10/4/22,3397689,Light rain,54,55,0,0,1,1,1,1,17,114,0,0,0,0,0,1,1,0,54,1,0,0,0,1,0,0
10/5/22,3077346,Light rain,59,57,0,0,1,1,1,1,24,144,0,0,1,0,0,1,1,0,47,0,0,0,1,1,0,0
10/6/22,3848909,Clear sky,73,63,1,1,1,1,1,1,29,166,0,0,1,1,0,1,1,0,64,0,1,0,1,0,1,0
10/7/22,3591080,Clear sky,75,63,1,1,1,1,1,1,35,215,0,0,1,1,0,1,1,0,79,1,1,1,1,1,1,1
10/8/22,2397249,Partly cloudy,59,50,1,1,1,1,1,1,45,232,0,1,1,1,0,1,1,0,94,1,1,1,1,1,1,1
10/9/22,1917721,Clear sky,63,55,0,0,1,1,1,1,30,173,0,1,0,1,0,1,1,1,81,0,1,1,0,1,0,1
10/10/22,2556722,Clear sky,68,59,1,0,1,1,1,1,18,108,1,0,0,0,0,0,1,0,50,0,0,0,0,1,0,0
10/11/22,3649405,Clear sky,70,61,0,0,1,0,1,1,20,120,0,0,1,0,0,1,1,0,60,0,0,1,1,1,0,1
10/12/22,3776129,Partly cloudy,70,61,1,1,1,1,1,1,21,142,1,0,1,0,0,1,1,0,62,1,0,0,1,1,0,0
10/13/22,3682799,Light rain,66,66,0,1,1,1,1,1,26,167,1,0,1,0,0,1,1,0,69,0,0,1,1,1,1,1
10/14/22,3578772,Clear sky,66,59,0,1,1,1,1,1,25,185,1,0,0,1,0,1,1,0,74,1,0,1,1,1,1,0
10/15/22,2363501,Clear sky,68,61,1,1,1,1,1,1,54,245,0,0,1,1,0,1,1,1,99,1,1,1,1,1,0,0
10/16/22,1773903,Partly cloudy,66,59,0,1,1,1,1,1,33,186,0,0,1,0,0,0,1,1,89,0,1,1,1,1,1,0
10/17/22,3314497,Broken clouds,64,57,0,0,1,0,1,0,18,98,0,0,1,0,0,1,1,0,38,0,0,0,1,0,1,1
10/18/22,3693627,Few clouds,57,48,0,1,1,0,1,1,19,129,0,0,1,0,0,0,1,0,60,0,0,1,0,1,0,0
10/19/22,3814404,Partly cloudy,54,48,1,1,1,1,1,1,27,156,1,0,0,0,1,1,1,0,47,0,0,0,1,1,1,0
10/20/22,3810901,Clear sky,59,52,1,0,1,1,1,0,25,185,0,0,1,0,0,1,1,0,43,0,0,0,1,1,1,0
10/21/22,3570334,Clear sky,63,55,1,1,1,1,1,1,25,216,1,1,1,1,0,1,1,0,72,1,0,1,1,1,1,0
10/22/22,2430406,Few clouds,66,57,1,1,1,1,1,1,50,255,25,0,1,1,0,1,1,1,10,0,0,1,1,1,0,1
10/23/22,1740520,Light rain,59,57,0,0,1,1,1,1,24,167,18,0,1,0,0,1,1,0,4,0,0,0,1,1,1,1
10/24/22,3357840,Light rain,59,61,0,0,1,0,1,0,21,105,5,0,1,1,0,1,1,0,52,0,0,1,0,1,1,1
10/25/22,3712582,Overcast clouds,68,64,0,1,1,0,1,0,20,147,6,0,1,0,0,1,1,0,56,0,0,1,0,1,1,0
10/26/22,3794534,Broken clouds,70,63,0,1,1,1,1,1,20,152,5,0,1,1,0,1,1,0,61,0,0,0,0,1,1,1
10/27/22,3892985,Clear sky,64,55,1,1,1,1,1,1,26,178,0,0,1,0,0,0,1,0,43,1,0,0,0,1,1,0
10/28/22,3624748,Partly cloudy,55,52,0,1,1,1,1,1,37,238,1,0,1,0,0,0,1,0,67,1,0,0,1,1,0,1
10/29/22,2440601,Clear sky,59,52,1,1,1,1,1,1,59,292,25,0,1,1,0,0,1,1,65,1,0,0,0,1,1,1
10/30/22,1875953,Clear sky,61,54,0,1,1,1,1,1,34,181,18,0,0,1,0,0,1,1,69,0,0,1,0,0,0,0
10/31/22,3410892,Partly cloudy,64,61,1,1,1,0,1,1,19,127,6,0,1,0,0,0,1,0,57,0,0,0,0,1,1,0
11/1/22,3706707,Light rain,66,61,1,1,1,0,1,1,20,97,10,0,0,0,0,1,1,0,48,0,0,1,1,1,1,0
11/2/22,3788123,Clear sky,70,59,0,1,1,1,1,1,22,134,12,0,1,0,1,1,1,0,44,0,0,1,0,1,1,0
11/3/22,3802455,Few clouds,66,57,1,1,1,1,1,0,24,163,3,0,1,1,1,1,1,0,76,0,0,1,1,1,0,0
11/4/22,3586358,Few clouds,70,63,1,0,1,1,1,1,35,194,2,0,1,1,0,0,1,0,62,1,0,1,0,1,0,1
11/5/22,2449943,Broken clouds,73,66,0,1,1,1,1,1,48,256,32,0,1,1,1,1,1,0,115,1,0,1,1,1,1,1
11/6/22,2116063,Overcast clouds,72,68,0,0,1,1,0,1,24,154,0,0,1,1,0,1,1,1,75,0,0,1,0,1,1,0
11/7/22,3456868,Clear sky,73,57,0,1,1,0,0,0,22,118,21,0,0,0,0,1,1,0,50,0,0,0,0,1,0,0
11/8/22,3431700,Clear sky,54,48,0,1,1,0,0,1,8,106,9,0,0,0,0,1,1,0,46,0,0,1,1,1,0,0
11/9/22,3772030,Clear sky,50,48,1,1,1,0,0,1,14,153,11,0,1,1,0,0,1,0,64,0,0,1,1,1,1,0
11/10/22,3802230,Clear sky,59,57,0,1,1,1,0,1,13,174,2,0,1,1,0,1,1,0,72,0,0,0,1,1,1,0
11/11/22,2994708,Moderate rain,63,68,0,1,1,1,0,1,7,199,1,0,1,1,0,1,1,0,77,0,0,1,0,1,1,0
11/12/22,2431419,Partly cloudy,66,61,0,1,1,1,0,1,8,225,14,0,1,1,0,1,1,1,4,0,0,0,0,1,1,1
11/13/22,1794024,Overcast clouds,50,41,1,1,1,1,0,1,30,171,21,0,1,1,0,1,1,1,2,0,0,0,0,1,1,0
11/14/22,3401075,Few clouds,43,37,0,0,1,1,0,0,21,95,14,0,0,0,0,0,1,0,42,0,0,0,0,1,0,0
11/15/22,3713627,Broken clouds,45,39,0,0,1,1,0,0,25,115,9,0,0,0,0,0,1,0,60,0,0,1,1,0,1,0
11/16/22,3751773,Overcast clouds,46,41,1,0,1,1,0,1,20,130,8,0,0,1,0,1,1,0,68,0,0,0,0,1,1,0
11/17/22,3797815,Few clouds,43,37,1,0,1,1,0,0,33,163,1,0,0,1,0,0,1,0,53,0,0,0,1,1,0,0
11/18/22,3539202,Partly cloudy,41,36,0,1,1,1,0,1,34,198,2,0,1,1,0,1,1,0,78,1,1,1,1,1,1,0
11/19/22,2323449,Clear sky,37,36,1,1,1,1,0,1,42,223,13,0,0,1,0,1,1,0,98,1,1,1,0,1,1,0
11/20/22,1721187,Clear sky,36,30,1,0,1,1,0,1,25,171,22,0,0,1,0,0,1,1,66,0,1,1,1,0,1,0
11/21/22,3363626,Clear sky,36,39,1,0,1,0,0,1,22,107,20,0,0,1,0,1,1,0,44,0,1,1,0,1,1,0
11/22/22,3548882,Few clouds,45,43,1,0,1,0,0,1,19,109,23,0,0,0,0,1,1,0,46,0,1,1,0,0,0,0
11/23/22,3263998,Clear sky,50,43,1,0,1,0,0,1,18,127,11,0,1,1,0,1,1,0,27,0,1,1,0,0,1,0
11/24/22,1382266,Few clouds,48,46,0,0,1,0,0,0,4,35,4,0,0,1,0,0,0,0,14,0,1,0,0,0,0,0
11/25/22,2058658,Overcast clouds,48,46,0,0,1,1,0,1,16,146,4,0,1,1,0,1,1,1,49,0,1,1,0,1,1,0
11/26/22,1999608,Clear sky,48,48,1,0,1,1,0,1,26,176,19,0,1,1,0,1,1,1,56,1,1,1,0,1,1,0
11/27/22,1476228,Moderate rain,52,55,1,0,1,1,0,1,21,122,5,0,0,1,0,1,1,1,58,0,1,0,0,1,0,0
11/28/22,3265971,Broken clouds,48,41,1,0,1,0,0,1,16,87,19,0,0,0,0,1,1,0,23,0,1,0,0,0,0,0
11/29/22,3596894,Overcast clouds,41,41,0,0,1,0,0,1,20,102,12,0,0,0,0,0,1,0,48,1,1,1,0,1,0,0
11/30/22,3568413,Moderate rain,54,43,1,0,1,1,0,1,30,136,14,0,0,1,0,1,1,0,56,1,1,1,0,1,1,0
12/1/22,3770495,Partly cloudy,39,34,0,0,1,1,0,1,32,169,16,0,0,0,0,1,1,0,54,1,1,0,1,1,1,0
12/2/22,3600504,Clear sky,39,43,1,1,1,1,0,1,33,204,11,0,1,1,0,1,1,0,71,1,1,1,1,1,1,0
12/3/22,2291687,Light rain,54,46,0,1,1,1,0,1,45,226,20,0,0,1,0,1,1,1,85,0,1,0,1,1,1,0
12/4/22,1990479,Partly cloudy,41,37,1,0,1,1,0,1,32,160,16,0,1,1,0,1,1,1,71,0,1,0,0,1,0,0
12/5/22,3481640,Partly cloudy,43,41,0,1,1,0,0,1,21,117,18,0,0,0,0,1,1,0,48,0,1,1,0,1,0,0
12/6/22,3753299,Moderate rain,52,55,0,1,1,0,0,1,21,112,12,0,0,1,0,1,1,0,45,0,1,0,0,1,1,0
12/7/22,3835333,Overcast clouds,55,54,1,0,1,0,0,0,25,146,15,0,0,0,0,1,1,0,55,0,1,0,1,1,0,0
12/8/22,3931499,Partly cloudy,50,43,0,1,1,1,0,0,32,163,10,0,0,1,0,0,1,0,77,1,1,0,0,1,1,0
12/9/22,3710928,Clear sky,41,36,1,1,1,1,0,0,36,204,22,0,1,1,0,1,1,0,67,0,1,0,0,1,1,0
12/10/22,2663493,Broken clouds,37,37,0,1,1,1,0,1,52,254,31,0,0,1,0,1,1,1,76,1,1,0,1,1,0,0
12/11/22,1865579,Light rain,37,34,1,0,1,1,0,1,34,187,15,0,1,1,0,1,1,1,89,0,1,1,0,1,1,0
12/12/22,3466978,Broken clouds,36,28,0,0,1,0,0,1,20,96,8,0,1,0,0,1,1,0,47,0,1,0,0,1,0,0
12/13/22,3763568,Clear sky,34,32,0,0,1,0,0,1,17,118,15,0,0,0,0,1,1,0,57,0,1,0,0,1,0,0
12/14/22,3777173,Partly cloudy,34,34,0,0,1,0,0,1,28,137,11,0,0,0,0,1,1,0,56,0,1,0,0,1,0,0
12/15/22,3726154,Moderate rain,39,41,0,0,1,0,0,0,29,160,8,0,0,0,1,1,1,0,55,0,1,0,1,1,0,0
12/16/22,3270016,Light rain,45,39,0,1,1,1,0,0,46,218,13,0,1,0,0,1,1,0,79,1,1,1,1,1,1,0
12/17/22,2577771,Broken clouds,41,36,0,1,1,1,0,1,53,235,19,0,1,1,0,1,1,1,97,1,1,1,1,0,1,0
12/18/22,1967199,Overcast clouds,39,34,0,0,1,1,0,1,28,167,25,0,0,1,0,0,1,1,77,0,1,1,0,1,0,0
12/19/22,3381411,Clear sky,37,32,0,0,1,0,0,1,22,107,24,0,0,0,0,1,1,0,49,1,1,1,1,1,0,0
12/20/22,3586084,Clear sky,37,32,0,0,1,0,1,1,18,109,13,0,0,0,0,1,1,0,52,0,1,1,0,1,0,0
12/21/22,3563236,Clear sky,39,32,1,0,1,1,0,1,16,116,10,0,0,0,0,1,1,0,42,0,1,1,0,1,0,0
12/22/22,3187083,Light intensity drizzle,46,34,0,0,1,1,0,1,17,126,11,0,0,0,0,1,1,1,56,1,1,1,0,1,0,0
12/23/22,2738016,Heavy intensity rain,41,48,1,0,1,0,0,1,20,127,8,0,0,0,0,1,1,0,43,0,1,0,0,1,1,0
12/24/22,1411469,Broken clouds,14,10,0,0,1,0,0,0,21,85,11,0,0,0,0,0,0,0,30,0,1,1,0,1,0,0
12/25/22,1008452,Clear sky,27,16,0,0,1,0,0,0,3,47,9,0,0,0,0,1,0,0,23,0,1,1,0,1,0,0
12/26/22,1812842,Broken clouds,28,21,0,0,1,0,0,0,12,63,3,0,0,0,0,1,0,0,23,0,1,1,0,0,0,0
12/27/22,2729514,Clear sky,34,28,0,0,1,0,0,1,16,80,10,0,0,0,0,1,1,0,30,1,1,1,0,0,0,0
12/28/22,2947028,Partly cloudy,43,32,0,0,1,1,0,1,20,98,8,0,0,0,0,1,1,0,32,1,1,1,0,0,0,0
12/29/22,3039432,Broken clouds,46,36,1,0,1,1,0,1,21,124,7,0,0,0,0,1,1,0,37,1,1,1,0,0,0,0
12/30/22,3063480,Clear sky,54,46,1,1,1,1,0,1,30,149,5,0,0,1,0,1,1,0,61,1,1,1,0,1,0,0
12/31/22,1927101,Drizzle,54,52,0,1,1,1,0,1,37,255,11,0,1,1,0,1,1,0,73,1,1,1,1,1,0,0
1/1/23,1675507,Clear sky,54,54,0,0,1,1,0,1,17,74,8,0,0,0,0,0,0,1,24,0,1,1,0,0,0,0
1/2/23,1938154,Broken clouds,54,48,1,0,1,0,0,1,12,58,8,0,0,0,0,1,1,0,16,0,1,0,0,0,0,0
1/3/23,3175777,Heavy intensity rain,50,54,0,0,1,0,0,0,11,61,13,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0
1/4/23,3413052,Broken clouds,64,57,0,0,1,0,0,1,15,90,4,0,0,0,0,1,1,0,25,0,0,0,0,0,0,0
1/5/23,3428520,Overcast clouds,54,55,0,0,1,0,0,1,21,120,4,0,0,0,0,0,1,0,26,0,0,1,0,0,0,0
1/6/23,3229858,Heavy rain in places,46,46,0,0,1,1,0,1,34,156,5,0,0,0,0,1,1,0,52,0,0,1,0,0,0,0
1/7/23,2116138,Few clouds,46,39,0,0,1,1,0,1,36,184,8,0,1,0,1,1,1,0,73,0,0,1,0,1,0,0
1/8/23,1610764,Broken clouds,41,37,0,0,1,1,0,1,26,120,8,0,0,0,0,1,1,0,38,0,0,0,0,0,0,0
1/9/23,3145743,Clear sky,45,39,0,0,1,0,0,0,15,72,5,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0
1/10/23,3469177,Overcast clouds,43,37,0,0,1,0,0,1,17,97,5,0,0,0,0,1,1,0,37,0,0,0,0,0,0,0
1/11/23,3508962,Overcast clouds,39,37,0,0,1,1,0,1,17,109,11,0,0,0,0,1,1,0,42,0,0,0,0,0,0,0
1/12/23,3472709,Drizzle,46,36,1,0,1,1,0,1,26,150,15,0,0,0,0,1,1,0,41,0,0,0,0,0,0,0
1/13/23,3270020,Broken clouds,52,55,0,0,1,1,0,0,28,177,14,0,0,0,0,1,1,0,67,1,0,1,1,1,0,0
1/14/23,2072387,Overcast clouds,36,37,0,1,1,1,0,0,32,204,16,0,0,0,0,0,1,0,107,0,0,1,0,1,1,0
1/15/23,1705804,Few clouds,41,32,1,0,1,1,0,1,30,166,20,0,0,0,0,1,1,0,44,0,0,1,0,1,0,0
1/16/23,2172218,Clear sky,43,32,0,0,1,1,0,1,16,91,11,0,0,0,0,1,0,0,27,0,0,1,0,0,0,0
1/17/23,3451604,Overcast clouds,45,36,0,0,1,1,0,1,12,93,11,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0
1/18/23,3603344,Broken clouds,50,45,1,0,1,1,0,1,23,123,10,0,0,0,0,1,0,0,42,0,0,0,0,1,0,0
1/19/23,3492226,Heavy intensity rain,41,45,1,0,1,0,0,1,17,143,14,0,0,0,0,1,1,0,12,0,0,0,0,1,0,0
1/20/23,3375887,Overcast clouds,48,41,1,1,1,1,0,1,26,196,12,0,1,0,0,1,1,0,70,0,0,1,0,1,1,0
1/21/23,2137169,Broken clouds,43,41,1,1,1,1,0,1,26,208,17,0,0,0,0,0,1,0,65,0,0,0,0,1,1,0
1/22/23,1593386,Overcast clouds,43,34,1,0,1,1,0,1,25,143,13,0,1,0,0,0,1,0,58,0,0,0,0,0,0,0
1/23/23,3135214,Light intensity drizzle,37,39,0,0,1,0,0,1,13,85,10,0,0,0,0,1,1,0,36,0,0,0,0,0,0,0
1/24/23,3566756,Partly cloudy,45,34,0,0,1,0,0,1,15,110,15,0,0,0,0,1,1,0,29,0,0,0,0,0,0,0
1/25/23,3511071,Drizzle,39,36,0,0,1,1,0,1,22,123,14,0,1,0,0,0,1,0,48,0,0,0,0,0,1,0
1/26/23,3629029,Broken clouds,46,52,1,0,1,1,0,1,30,167,15,0,0,0,0,0,1,0,48,0,0,1,0,1,1,0
1/27/23,3335372,Partly cloudy,43,39,0,1,1,1,0,1,31,195,12,0,1,0,0,1,1,0,64,1,0,1,0,1,0,0
1/28/23,2248107,Broken clouds,50,36,1,1,1,1,0,1,40,229,20,0,0,0,0,1,1,0,68,0,0,1,1,1,1,0
1/29/23,1637398,Overcast clouds,50,45,0,0,1,1,0,1,29,155,19,0,1,0,0,1,1,0,64,0,0,0,0,0,1,0
1/30/23,3223530,Partly cloudy,48,46,1,0,1,0,0,1,17,83,9,0,0,0,0,0,0,0,31,0,0,1,0,1,0,0
1/31/23,3654404,Overcast clouds,39,48,0,0,1,0,0,1,17,108,18,0,0,0,0,1,1,0,22,0,0,0,0,1,0,0
2/1/23,3682758,Few clouds,37,32,0,0,1,0,0,0,15,95,7,0,0,0,0,0,1,0,43,0,0,0,1,0,0,0
2/2/23,3699932,Clear sky,39,30,0,0,1,0,0,1,22,139,12,0,0,0,0,1,1,0,56,0,0,0,0,0,0,0
2/3/23,3189550,Partly cloudy,23,34,0,1,1,1,0,1,27,199,13,0,1,0,0,0,1,0,68,1,0,1,0,0,1,0
2/4/23,1742435,Few clouds,19,10,1,1,1,1,0,1,35,215,16,0,0,1,0,1,1,0,67,0,0,1,0,1,1,0
2/5/23,1625375,Broken clouds,46,28,0,1,1,1,0,1,22,150,15,0,0,1,0,1,1,0,48,0,0,1,1,1,0,0
2/6/23,3372445,Clear sky,50,43,1,0,1,0,0,1,19,100,10,0,0,1,0,1,1,0,50,0,1,0,0,0,0,0
2/7/23,3738539,Broken clouds,39,34,1,0,1,0,0,1,17,109,9,0,0,0,0,0,1,0,35,0,1,0,0,0,0,0
2/8/23,3780682,Clear sky,50,43,0,0,1,0,0,1,23,123,9,0,0,0,0,1,1,0,44,0,1,0,0,0,0,0
2/9/23,3754859,Overcast clouds,48,43,1,1,1,1,0,1,25,167,16,0,0,0,0,1,1,0,44,0,1,0,0,1,0,0
2/10/23,3539529,Few clouds,57,55,1,1,1,1,1,1,30,192,14,0,0,1,0,1,1,1,61,1,1,0,0,1,0,0
2/11/23,2333625,Clear sky,45,45,1,1,1,1,0,1,42,243,16,0,0,1,1,1,1,0,98,1,1,0,0,0,0,0
2/12/23,1746099,Broken clouds,46,36,0,0,1,1,0,0,16,131,13,0,0,0,0,0,1,1,35,0,0,0,0,0,0,0
2/13/23,3303337,Few clouds,54,41,1,0,1,0,0,1,14,103,11,0,1,0,0,1,1,0,43,0,0,0,0,0,0,0
2/14/23,3812943,Clear sky,52,46,0,0,1,0,0,1,29,165,14,0,0,0,0,1,1,0,38,0,1,1,0,1,1,0
2/15/23,3762817,Clear sky,61,46,1,0,1,0,0,1,23,135,13,0,0,0,0,0,1,0,43,0,1,0,0,0,1,0
2/16/23,3683782,Overcast clouds,64,59,0,0,1,1,0,1,37,176,11,0,1,0,0,0,1,0,4,0,0,1,0,1,0,0
2/17/23,3253165,Light intensity drizzle,59,59,1,1,1,1,0,1,26,208,24,0,1,0,0,0,1,0,63,0,0,1,0,0,0,0
2/18/23,2271106,Clear sky,41,32,1,1,1,1,0,1,42,247,22,0,1,1,0,1,1,0,55,1,0,1,0,1,0,0
2/19/23,1824136,Overcast clouds,48,39,1,1,1,1,0,1,25,163,16,0,0,0,0,0,1,0,45,0,0,0,0,1,0,0
2/20/23,2238528,Few clouds,55,48,0,0,1,1,1,1,17,91,9,0,0,0,0,1,1,0,35,0,0,0,0,0,0,0
2/21/23,3325483,Overcast clouds,45,50,0,0,1,0,0,1,25,118,9,0,0,0,0,1,1,0,47,0,0,1,1,0,0,0
2/22/23,3454275,Drizzle,43,41,0,0,1,0,0,1,24,141,14,0,1,0,0,0,1,0,51,1,0,0,0,1,0,0
2/23/23,3498242,Overcast clouds,43,41,0,1,1,0,0,0,31,161,11,0,1,0,0,0,1,0,31,1,0,1,0,1,0,0
2/24/23,3244250,Clear sky,39,43,1,1,1,1,0,1,42,210,10,0,1,0,0,1,1,0,78,0,0,1,0,1,0,0
2/25/23,2041901,Snow,28,27,1,0,1,1,0,1,46,224,16,0,1,1,0,1,1,0,66,0,0,1,1,1,1,0
2/26/23,1623164,Few clouds,43,32,1,1,1,1,0,1,23,135,8,0,0,1,0,1,1,0,39,0,0,1,0,1,0,0
2/27/23,3335204,Broken clouds,39,36,0,0,1,0,0,1,21,115,26,0,0,0,0,1,1,0,42,0,0,0,1,1,0,0
2/28/23,3408751,Rain and snow,37,36,1,0,1,0,0,1,30,130,14,0,1,0,0,0,1,0,46,0,0,0,1,1,0,0
3/1/23,3773706,Partly cloudy,43,34,0,0,1,1,0,1,17,118,11,0,0,0,0,1,1,0,49,0,0,1,0,1,0,0
3/2/23,3760245,Broken clouds,52,43,0,1,1,0,0,1,25,160,13,0,0,0,0,1,1,0,67,0,1,1,0,1,1,0
3/3/23,,Overcast clouds,45,41,0,1,1,1,0,1,33,197,15,0,1,1,0,0,1,0,55,1,0,1,1,1,0,0
3/4/23,,Overcast clouds,43,41,1,1,1,1,0,1,35,216,24,0,0,1,0,1,1,0,81,0,0,1,1,1,0,0
3/5/23,,Broken clouds,52,39,1,0,1,1,0,1,19,146,7,0,1,0,0,1,0,0,42,0,0,1,1,0,0,0
3/6/23,,Broken clouds,50,43,0,0,1,0,0,1,12,76,5,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
3/7/23,,Clear sky,39,41,1,0,1,0,0,0,18,98,0,0,1,0,1,1,0,0,30,0,0,0,0,1,0,0
3/8/23,,Broken clouds,41,32,1,0,1,0,0,1,14,129,0,0,1,0,1,1,0,0,53,0,0,0,0,1,1,0
3/9/23,,Overcast clouds,45,36,1,1,1,0,0,0,18,129,8,0,1,0,0,1,0,0,30,0,0,1,1,1,1,0
3/10/23,,Clear sky,43,36,0,1,1,1,0,1,17,157,4,0,1,0,0,1,0,0,96,0,0,1,1,1,0,0
3/11/23,,Drizzle,41,36,1,1,1,1,0,1,40,212,12,0,1,0,0,1,0,0,114,0,1,1,0,1,1,0
3/12/23,,Overcast clouds,43,36,1,0,1,1,0,1,21,134,3,0,1,0,0,1,0,0,55,0,0,0,0,1,1,0
3/13/23,,Overcast clouds,41,37,0,0,1,0,0,1,12,70,1,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0
3/14/23,,Overcast clouds,43,41,1,0,1,0,0,1,12,80,0,0,1,0,0,1,0,0,41,0,0,1,0,1,1,0
3/15/23,,Broken clouds,39,34,0,0,1,0,1,1,21,116,0,0,1,0,0,1,0,0,31,0,1,0,1,0,1,0
3/16/23,,Overcast clouds,39,36,1,1,1,1,0,1,18,123,1,0,1,0,0,1,0,0,39,0,1,1,1,1,1,0
3/17/23,,Overcast clouds,32,34,0,0,1,1,0,1,25,146,3,0,1,0,0,1,0,0,44,0,0,0,1,1,1,0
3/18/23,,Partly cloudy,34,27,0,1,1,1,0,1,28,180,5,0,1,0,0,1,0,0,45,0,0,0,1,1,1,0
3/19/23,,Clear sky,39,27,1,0,1,1,0,1,17,117,3,0,1,0,0,1,0,0,31,0,0,1,0,0,0,0
3/20/23,,Moderate rain,36,36,0,0,1,0,0,1,9,67,3,0,0,0,0,1,0,0,41,0,0,0,0,1,0,0
3/21/23,,Light rain,39,37,1,0,1,0,0,1,6,72,0,0,1,0,0,1,0,0,13,0,0,0,1,0,0,0
3/22/23,,Clear sky,50,39,0,0,1,0,0,1,14,86,0,0,0,0,0,0,0,0,38,0,0,1,1,0,0,0
3/23/23,,Partly cloudy,52,43,1,0,1,1,0,1,12,115,4,0,0,0,0,1,0,0,62,0,0,1,0,1,1,0
3/24/23,,Partly cloudy,50,41,1,1,1,1,1,1,16,136,4,0,0,0,0,0,0,0,59,0,0,1,0,1,1,0
3/25/23,,Partly cloudy,50,43,0,1,1,1,0,1,20,164,6,0,1,0,1,1,0,0,81,0,0,1,1,1,1,0
3/26/23,,Clear sky,48,39,0,0,1,1,0,1,11,101,3,0,0,0,1,1,0,0,32,0,0,0,0,0,0,0
3/27/23,,Clear sky,54,45,0,0,1,0,0,0,10,64,1,0,0,0,0,1,0,0,33,0,0,0,0,1,0,0
3/28/23,,Partly cloudy,48,43,0,0,1,0,0,1,9,61,0,0,0,0,0,1,0,0,28,0,0,0,0,1,1,0
3/29/23,,Clear sky,55,46,1,0,1,0,0,1,9,86,0,0,0,0,0,1,0,0,31,0,0,0,0,1,0,0
